age_yrs,n_bedrooms,house_sqm,garden_sqm,pollution_idx,crime_idx,distance_to_station_km
15,2,146,72,47,78,5.22
13,3,227,0,63,26,4.22
14,2,132,0,49,47,4.84
17,3,162,82,37,53,4.27
12,4,244,72,79,61,3.7
10,3,218,74,49,30,4.56
8,3,208,97,54,62,3.54
6,2,165,32,39,40,6.05
12,3,198,0,65,61,2.65
11,3,213,64,50,29,3.6
8,3,186,63,61,44,4.78
8,2,223,0,60,35,5.63
18,3,195,68,45,50,3.07
11,3,195,87,38,32,3.98
7,1,77,20,46,49,7.2
17,3,222,0,59,51,2.97
14,2,187,59,68,57,5.38
17,3,171,82,36,46,5.92
14,3,223,0,70,56,4.53
5,3,246,93,45,37,4.52
9,3,242,81,69,47,3.26
14,3,141,91,30,35,5.91
12,4,194,79,43,43,4.41
7,3,236,41,48,36,5.33
8,3,177,49,83,31,6.22
17,4,219,79,64,54,3.84
11,2,159,52,58,51,5.33
8,2,183,0,56,46,6.13
20,3,162,107,53,67,3.7
13,2,216,74,49,44,3.46
11,3,180,108,66,62,3.86
12,3,208,0,39,62,5.64
11,3,185,72,42,44,5.33
10,2,132,0,58,60,4.68
9,3,173,0,42,35,3.66
6,2,186,96,47,29,6.07
5,2,169,65,23,44,6.21
8,2,171,73,28,30,5.53
9,2,224,80,55,56,5.12
8,3,207,71,53,44,4.58
13,3,233,86,49,23,5.54
14,2,150,74,57,68,6.19
6,2,241,77,54,70,4.11
8,3,230,84,56,40,3.57
10,2,146,76,54,38,5.62
15,3,179,76,66,35,5.43
9,2,209,76,37,31,4.75
5,3,227,52,41,15,5.25
10,3,239,64,36,52,5.46
14,3,232,65,58,44,2.47
11,2,219,55,46,57,4.47
10,3,238,73,61,68,5.4
15,3,253,79,50,60,2.58
11,3,223,87,50,23,3.94
11,1,88,0,33,20,6.88
6,2,226,0,66,48,3.59
12,2,121,42,67,53,6.17
12,3,237,87,37,40,3.53
16,3,244,112,73,59,2.71
6,3,240,0,49,41,3.95
11,3,235,17,70,71,4.23
13,3,183,64,54,33,4.72
13,3,190,58,51,54,4.94
9,3,208,0,40,33,4.83
10,3,214,120,30,45,5.12
8,2,222,0,66,32,3.58
10,2,227,66,45,58,3.23
11,2,200,106,40,40,2.91
7,2,122,47,25,16,6.13
9,2,178,49,50,34,7.18
15,4,191,0,46,36,3.96
12,3,198,74,52,60,4.72
12,3,122,71,73,79,5.72
10,3,145,53,51,50,4.56
11,2,161,42,57,51,5.36
17,3,196,73,63,58,4.97
9,3,213,0,60,46,4.09
12,3,168,93,54,42,3.25
11,4,196,0,60,43,2.57
14,2,152,63,67,79,5.64
10,3,274,0,58,40,4.2
12,2,191,66,60,48,5.04
5,3,214,0,53,30,5.17
11,2,193,68,26,39,5.73
15,3,130,83,62,55,4.09
11,4,267,71,69,63,4.38
8,3,248,81,38,26,6.14
14,3,207,0,37,46,2.38
15,3,134,99,63,55,4.39
11,2,151,0,65,47,5.15
11,2,187,44,45,64,6.79
13,3,201,0,49,33,5.74
14,1,124,30,56,33,7.31
12,3,241,82,46,32,3.67
10,3,208,0,40,59,4.06
10,3,221,99,46,35,4.31
6,1,146,64,46,56,5.82
9,2,118,56,24,38,5.14
8,2,182,55,36,55,6.14
14,3,254,87,49,37,2.79
14,3,183,85,63,58,4.15
9,3,169,66,70,71,4.32
12,3,227,80,66,41,4.89
7,2,174,0,65,63,5.41
14,2,181,69,44,58,5.61
7,2,180,64,40,28,4.55
15,3,231,101,47,65,2.87
12,3,206,76,32,32,3.61
13,2,135,74,55,41,5.94
11,2,205,71,47,56,3.93
9,3,214,47,34,33,2.83
11,2,131,0,48,65,6.09
11,2,212,95,45,47,3.15
8,2,150,55,48,58,3.93
11,2,81,0,57,59,5.69
8,2,161,61,52,25,5.26
11,2,158,63,47,52,4.06
12,2,181,73,51,47,5.03
13,3,183,102,43,61,4.43
11,3,184,102,53,47,6.14
10,3,177,90,40,61,4.17
11,3,184,87,53,53,5.08
14,2,131,78,59,76,5.98
13,2,199,53,41,41,5.69
16,3,172,0,43,56,3.25
14,3,162,0,62,60,6.31
8,3,225,67,52,42,4.2
8,3,176,47,73,52,5.3
7,3,203,78,56,14,6.06
8,2,180,57,60,43,4.27
6,2,191,0,21,31,3.87
14,3,257,63,57,73,4.27
9,3,131,0,58,39,5.72
7,2,179,84,37,51,4.84
6,3,234,86,65,58,3.88
16,3,233,87,48,36,2.98
10,2,160,74,46,18,5.91
12,1,95,46,61,53,5.18
12,3,232,114,51,50,4.27
19,3,242,93,65,50,0.97
11,3,222,88,56,32,5.0
12,4,254,90,50,36,3.35
10,3,197,82,37,66,3.13
10,2,160,82,19,46,4.37
9,2,183,72,73,49,3.45
8,3,186,60,58,58,4.6
9,2,123,50,79,72,6.07
16,3,208,90,46,15,5.02
6,2,223,17,58,46,6.74
9,2,184,62,38,43,4.93
8,2,116,25,70,59,5.92
13,2,130,63,46,47,3.87
15,4,225,79,72,50,3.03
7,3,227,0,37,51,5.05
15,3,170,81,67,62,2.75
11,3,203,89,56,59,4.38
11,2,209,0,24,28,6.34
6,3,223,83,26,46,5.47
15,2,219,0,44,54,4.42
9,2,201,48,46,34,6.08
10,3,231,97,41,49,4.18
12,3,194,0,67,45,5.42
12,3,182,60,61,52,4.55
12,1,119,70,39,49,3.87
10,3,200,89,55,45,4.98
11,2,149,89,61,53,2.56
13,3,224,85,39,59,4.19
11,3,211,0,61,97,3.53
10,2,209,0,44,61,3.43
19,3,155,80,67,38,4.14
9,3,155,57,67,56,4.23
11,2,113,69,28,30,6.18
13,3,137,51,40,49,5.5
7,2,186,0,34,43,4.4
13,3,216,64,64,44,4.71
14,3,171,100,31,62,3.72
10,2,147,65,40,37,6.06
10,3,267,84,10,38,3.87
5,2,131,48,46,53,5.9
18,3,199,0,66,56,5.77
10,3,203,38,68,37,4.65
6,2,245,57,46,40,5.88
9,2,119,61,50,47,3.81
13,2,203,102,52,41,4.4
11,2,131,63,53,43,5.27
13,2,166,76,33,36,4.39
10,2,254,0,35,44,5.04
15,3,216,82,70,69,3.2
7,2,224,38,63,66,7.07
12,3,189,110,26,45,6.45
11,3,209,0,58,57,4.71
12,2,198,100,25,59,4.58
14,2,189,62,62,54,6.72
13,2,125,52,58,48,5.08
11,3,217,57,44,38,3.83
14,3,163,48,72,34,5.49
11,2,182,0,47,41,5.16
6,3,229,83,65,30,4.93
5,3,215,76,56,39,5.7
9,2,181,0,40,47,5.55
13,2,149,97,53,56,4.85
8,2,170,37,36,42,5.76
8,2,160,73,43,47,6.17
16,2,242,0,57,45,5.46
9,2,178,28,55,27,4.61
13,3,178,132,31,29,3.96
13,2,130,16,49,56,4.58
13,3,149,77,56,58,3.51
11,2,169,0,36,50,5.04
15,2,168,70,53,45,4.83
7,1,162,62,51,44,6.2
15,2,138,77,54,79,5.86
12,2,184,0,47,30,5.65
11,2,225,70,37,58,4.22
17,3,204,81,53,55,4.91
14,3,204,68,79,57,3.02
15,3,152,83,42,59,4.52
14,2,128,0,63,70,5.59
14,3,182,37,53,49,5.05
15,4,213,73,80,54,3.6
11,3,265,69,63,33,6.04
14,2,182,100,36,59,4.45
10,2,144,29,62,70,7.09
8,2,246,82,29,33,6.43
9,3,262,69,25,37,6.06
10,1,120,32,54,46,5.86
10,2,118,73,54,73,4.53
13,3,213,0,51,58,4.64
10,3,177,0,76,51,4.82
15,3,207,81,85,58,4.06
10,2,217,32,44,33,5.22
11,2,108,51,46,49,4.64
9,3,205,77,35,54,4.49
11,3,224,77,47,60,5.05
12,3,203,70,52,61,5.17
10,3,265,48,53,53,4.32
9,3,235,104,46,57,5.32
12,3,182,62,82,43,5.01
11,3,266,55,68,24,3.53
13,3,195,81,62,41,4.18
9,2,206,93,40,56,5.66
12,3,213,98,24,31,5.83
15,3,209,0,52,62,3.5
11,3,157,0,53,31,5.04
10,3,214,117,53,55,3.87
13,3,222,82,62,60,4.51
18,4,264,0,56,64,3.61
12,3,171,85,41,52,3.34
9,3,159,46,33,55,6.04
9,3,227,62,62,51,4.05
11,2,209,0,65,67,4.23
13,2,143,27,45,36,5.44
12,3,147,71,60,51,4.98
10,3,233,112,68,52,2.49
14,3,166,50,42,43,4.56
13,3,256,108,34,38,4.94
11,3,126,0,42,31,4.23
13,3,163,0,56,34,5.38
10,3,166,58,52,59,5.82
9,2,197,0,56,37,4.41
10,3,225,0,57,49,4.57
19,2,165,82,63,38,5.79
9,3,238,88,49,37,4.57
10,3,213,0,33,40,3.77
14,3,183,52,63,45,3.48
10,2,85,52,43,42,6.06
12,3,252,80,33,45,3.49
12,3,181,89,57,45,2.64
8,3,233,42,65,50,5.03
19,2,74,36,50,58,4.67
6,2,216,0,32,44,5.13
8,2,206,55,48,20,6.94
12,3,236,85,58,63,4.48
11,3,194,80,41,53,3.63
10,3,204,39,62,39,3.9
8,3,223,94,59,50,5.6
10,2,125,55,27,47,4.27
10,3,241,100,35,52,3.05
10,3,204,89,31,43,4.72
15,2,217,61,68,66,2.91
14,3,179,77,56,50,5.14
10,3,210,76,42,54,2.43
10,3,180,66,56,34,4.88
12,3,201,86,49,27,2.55
15,3,228,82,51,42,3.86
9,2,203,0,66,68,5.08
14,3,177,57,72,49,4.44
11,3,156,0,60,49,5.29
11,2,158,50,45,46,4.43
9,1,125,71,53,46,5.77
14,2,183,91,74,56,5.92
10,2,100,0,24,29,4.75
11,3,207,102,52,64,5.31
17,2,184,65,55,58,5.94
7,3,220,0,45,32,5.68
11,3,195,0,56,45,5.11
12,2,188,69,41,49,5.36
17,2,165,0,32,74,4.37
6,2,163,0,50,21,6.42
10,3,200,98,55,35,3.75
9,2,144,63,45,48,3.82
15,3,177,128,47,57,3.89
12,2,226,0,62,21,4.89
14,4,272,82,61,43,4.69
11,2,202,93,33,50,4.87
9,3,196,85,59,40,3.84
3,2,190,41,39,57,5.06
10,2,197,82,36,28,5.02
14,4,214,74,78,49,3.77
14,2,155,67,36,49,5.16
13,3,126,47,54,53,4.21
10,2,211,0,37,62,5.13
8,3,161,72,46,65,6.13
6,3,193,73,27,62,5.89
11,2,174,61,60,59,6.05
9,3,267,88,39,21,6.53
8,3,186,77,63,59,4.94
14,3,148,97,27,32,2.72
11,3,229,72,63,62,3.66
15,2,88,0,39,55,6.32
8,2,233,61,52,55,2.78
8,3,161,0,62,47,5.67
16,2,195,97,52,48,3.95
10,3,198,79,33,42,5.33
11,2,144,73,74,76,4.67
16,2,164,71,57,62,3.36
7,2,213,80,34,52,5.86
15,3,210,73,50,27,4.5
14,4,186,150,61,59,2.3
17,2,147,47,66,54,5.07
12,2,114,49,61,56,4.99
8,3,172,0,41,26,5.86
4,2,131,70,26,40,4.86
10,2,146,0,44,1,6.37
6,2,191,0,44,51,6.04
13,3,206,70,49,46,2.62
12,2,111,0,55,46,6.18
14,4,232,83,64,62,3.47
12,3,195,67,93,78,3.43
12,2,181,37,45,55,4.63
15,3,244,70,21,20,2.87
12,3,261,31,63,46,2.38
7,2,149,40,53,63,5.06
15,3,219,0,56,31,5.29
12,3,178,76,43,57,3.71
12,3,200,68,40,24,4.0
19,4,135,91,62,70,3.19
7,2,197,65,48,26,5.98
12,3,203,85,44,32,4.34
9,2,174,89,49,49,4.42
12,2,174,62,59,57,5.23
12,2,129,39,47,55,5.54
19,2,206,53,63,61,4.9
13,3,200,109,32,42,2.24
11,2,210,0,53,71,3.86
15,3,192,66,61,50,3.5
12,2,182,0,51,49,6.33
12,2,123,65,78,55,3.02
15,3,202,49,77,47,5.72
10,3,182,106,42,52,4.17
10,2,178,61,49,77,3.24
13,3,210,84,74,61,5.71
13,3,152,0,54,57,5.07
6,2,199,77,59,26,5.01
14,3,137,89,65,50,3.73
9,2,166,0,55,56,3.1
8,2,215,34,51,35,5.27
13,3,199,86,53,35,3.29
7,3,249,75,46,29,5.77
11,3,185,89,68,59,2.78
15,3,188,0,44,53,5.99
14,2,187,96,45,42,5.27
11,1,126,66,60,49,4.62
7,2,163,74,49,60,4.99
11,3,218,94,55,35,4.44
9,3,229,74,30,41,4.69
12,2,178,105,42,50,2.55
7,3,202,58,58,64,6.29
11,4,166,89,44,27,3.49
12,2,128,0,55,54,5.08
13,2,187,57,29,61,4.04
12,4,240,101,62,40,3.08
17,3,182,97,66,46,2.78
10,3,198,79,38,45,3.73
14,4,185,105,62,54,2.47
14,3,184,81,50,55,4.51
11,2,208,79,47,43,5.63
14,3,164,99,43,54,3.42
11,2,101,52,58,48,6.04
12,3,207,0,35,54,4.08
13,2,160,0,66,50,5.38
13,3,207,94,49,49,3.91
5,2,189,55,60,60,6.63
14,3,161,70,42,29,4.3
7,1,133,54,48,53,7.8
9,2,202,41,55,59,5.33
9,2,162,41,79,56,5.2
14,2,230,42,44,54,4.69
12,4,232,0,64,29,4.08
13,2,144,92,40,44,5.8
10,3,138,68,39,44,4.1
14,3,154,92,56,28,3.61
11,2,185,56,55,75,3.59
9,2,72,52,37,45,5.91
11,3,200,77,69,73,3.88
10,2,132,57,37,37,6.0
14,4,165,116,52,42,3.99
17,2,164,85,59,55,4.47
13,3,188,56,46,39,4.08
14,3,216,0,39,22,4.17
14,3,210,91,49,28,2.78
18,3,223,24,57,22,4.24
13,3,219,75,48,67,3.54
12,2,182,74,65,59,4.05
8,3,211,78,51,46,6.18
12,4,229,61,61,42,4.21
12,2,161,38,39,59,6.04
7,3,174,60,67,48,6.51
11,2,102,84,56,37,5.17
11,3,251,0,54,17,6.32
6,3,172,0,46,51,5.31
13,3,187,75,55,24,3.75
12,4,246,36,71,54,5.07
12,2,194,37,50,50,5.6
11,3,208,81,49,42,3.28
12,4,218,0,80,55,3.97
10,2,217,61,57,54,5.39
9,2,178,0,37,44,4.55
14,2,190,66,34,47,5.6
9,2,138,47,76,54,4.66
15,2,183,104,36,34,3.44
7,2,195,32,65,45,4.2
12,2,159,56,45,54,5.77
11,2,170,0,64,46,3.37
10,3,184,51,56,45,5.12
7,3,128,65,54,44,5.3
8,3,182,67,26,13,5.49
18,1,78,52,27,49,4.76
11,3,182,90,36,36,5.53
15,2,156,56,41,25,4.89
13,3,226,49,63,21,5.39
11,3,186,78,45,37,3.09
12,3,259,75,64,55,4.88
13,2,139,77,38,30,4.57
5,2,193,89,18,45,4.35
9,2,167,93,47,75,4.0
12,2,157,63,56,29,4.9
11,3,150,60,45,46,4.76
10,3,189,51,66,58,6.15
6,3,244,100,38,49,2.83
13,3,230,49,37,54,4.87
11,3,235,57,66,52,4.38
16,2,158,0,83,68,3.5
13,3,168,109,54,71,4.68
11,3,201,71,54,42,5.53
5,3,185,42,76,49,4.52
13,2,232,94,40,36,5.16
12,3,153,0,41,40,4.3
12,3,186,85,46,57,4.82
4,3,225,68,24,34,5.99
11,2,187,83,53,45,5.79
10,2,182,0,40,58,5.53
13,3,203,63,63,62,3.8
15,3,169,89,61,48,4.08
12,2,155,61,58,46,7.16
9,2,207,0,46,52,4.37
15,3,185,60,62,54,2.33
14,2,173,105,35,41,4.34
11,3,248,94,72,33,4.53
14,2,176,42,42,40,6.88
13,2,178,80,52,61,6.67
13,4,198,108,38,38,3.24
12,3,227,100,41,42,2.55
8,3,109,42,39,52,3.55
14,2,189,92,61,74,5.4
4,3,258,72,41,0,5.15
14,3,215,82,63,51,3.45
11,2,142,64,38,18,4.86
11,1,117,54,54,51,5.16
14,3,154,74,59,57,3.61
11,2,218,67,48,62,3.28
11,2,156,75,45,49,3.57
12,2,121,67,50,56,5.34
9,3,223,76,57,40,3.51
10,2,155,0,53,65,5.79
8,2,194,0,29,47,3.4
9,2,241,76,44,46,5.79
8,2,179,64,36,35,4.96
12,2,225,0,58,63,4.76
14,2,164,78,19,12,4.81
17,3,126,61,61,43,4.19
10,2,182,54,50,32,6.48
16,2,146,65,57,57,6.26
11,3,147,0,48,53,3.3
9,3,208,67,45,74,3.74
6,3,202,62,62,56,4.02
12,3,249,39,67,71,5.07
15,2,198,74,50,57,5.13
14,4,205,81,58,60,3.06
9,3,209,77,35,50,5.45
15,3,137,94,68,55,3.79
20,4,280,60,93,53,2.96
15,3,214,91,42,61,4.0
14,3,150,59,51,54,3.43
11,3,224,0,56,48,6.35
8,2,185,40,31,43,4.94
14,2,169,53,68,20,4.54
14,3,178,64,74,18,3.69
6,3,222,85,42,46,4.98
10,3,172,0,65,39,5.45
9,3,231,53,66,38,6.08
11,3,187,100,61,38,4.65
11,2,119,85,51,73,5.78
13,3,222,66,52,83,6.39
11,2,224,0,38,35,5.53
13,3,162,0,62,49,3.55
11,3,197,99,46,53,4.64
8,2,169,6,67,45,6.17
10,3,213,34,61,49,6.18
12,2,160,87,33,32,3.96
12,4,225,78,59,50,3.0
11,3,173,72,98,64,5.77
11,2,172,58,51,26,5.8
11,3,217,89,84,48,6.28
13,2,223,67,70,46,4.33
8,3,150,0,64,51,6.97
9,2,197,0,57,38,4.67
11,2,194,70,52,44,4.66
10,2,191,0,42,43,6.63
14,4,176,105,48,57,4.41
13,2,229,0,56,46,3.98
13,3,146,52,75,70,4.12
12,3,199,65,54,28,6.63
11,2,198,92,53,48,3.89
10,3,192,72,45,53,4.8
9,2,212,52,50,63,5.4
13,3,160,93,47,36,4.64
6,3,208,87,39,40,4.0
10,2,149,55,29,53,4.75
15,3,142,0,58,22,4.81
11,2,221,0,34,48,4.69
15,2,194,90,44,30,5.42
12,2,158,0,50,48,4.53
16,3,187,74,58,41,4.36
7,3,247,79,40,61,4.03
12,2,187,0,46,54,6.04
8,3,234,80,26,26,3.32
10,3,134,70,74,57,4.3
10,3,188,82,42,49,4.93
10,2,115,60,44,30,6.36
10,2,238,0,58,48,4.35
12,2,200,68,60,76,4.18
11,2,220,64,34,29,4.93
5,3,224,64,69,43,5.97
15,3,195,109,62,73,3.41
9,2,231,80,38,66,3.01
7,3,186,31,36,41,6.82
14,2,192,60,63,62,4.7
11,2,208,44,42,47,4.26
11,2,166,0,49,42,5.49
14,2,163,0,65,49,4.39
12,3,231,62,76,55,6.03
7,2,196,59,62,54,6.39
12,2,105,58,52,43,6.12
9,3,176,74,49,26,4.9
13,2,165,76,52,68,3.63
9,3,217,0,63,39,5.05
10,2,152,81,40,71,4.03
12,3,169,106,77,59,4.58
14,2,126,82,36,76,5.98
12,4,202,116,43,11,4.55
18,3,186,104,35,68,3.92
11,2,180,46,76,26,3.78
15,3,169,106,57,59,4.01
12,1,180,36,37,36,7.28
12,3,245,0,56,28,4.33
13,2,146,57,67,61,3.17
6,3,232,0,60,40,2.84
22,2,178,94,38,55,4.35
13,3,206,0,70,43,4.19
9,3,183,0,46,45,4.17
9,3,200,0,56,49,4.45
15,3,246,87,70,78,4.86
7,2,157,0,28,31,6.29
15,2,160,0,63,62,4.07
11,2,199,53,42,38,5.49
6,3,213,61,50,49,5.12
15,2,207,49,65,81,5.14
8,2,209,0,54,32,4.9
9,2,176,59,41,39,5.84
12,2,175,0,31,58,5.88
12,2,136,0,41,65,5.88
12,2,159,71,63,59,3.38
14,4,227,112,31,43,3.25
15,2,232,0,83,62,4.25
10,3,210,74,57,41,4.51
10,3,285,78,42,46,3.93
13,3,219,87,48,51,2.58
8,3,188,56,54,29,5.84
8,2,165,63,68,58,4.92
10,1,107,36,39,56,6.88
8,3,231,86,43,50,3.27
18,2,136,63,36,44,6.97
8,3,192,70,38,38,5.85
8,2,174,61,28,30,6.43
13,2,218,52,72,61,6.93
13,2,174,0,26,31,5.08
7,3,282,98,38,18,1.72
11,2,236,60,76,43,6.9
10,3,267,60,50,48,4.66
11,2,159,0,61,46,6.44
16,3,278,110,78,60,3.38
13,2,115,68,57,52,5.2
10,2,152,61,42,48,4.98
14,2,190,55,56,51,5.82
11,2,120,43,47,38,6.2
10,2,169,50,47,52,4.92
9,3,223,0,39,23,4.62
9,3,168,63,55,61,3.83
13,2,131,64,59,34,4.3
12,2,138,46,56,76,6.16
10,2,189,77,55,33,3.98
7,2,177,0,38,27,5.09
11,3,215,100,52,53,3.57
6,3,228,91,47,38,5.19
14,2,151,0,49,59,4.76
6,3,203,0,51,42,6.15
11,3,303,53,55,42,4.18
12,2,216,99,39,52,3.29
11,3,154,93,64,57,4.86
9,3,168,79,77,68,4.91
14,3,210,46,51,36,4.42
9,2,190,0,67,77,5.53
11,3,150,69,49,34,5.16
9,2,165,87,25,43,4.44
16,2,176,80,54,68,5.97
12,2,179,44,36,42,5.37
13,2,184,90,54,67,5.76
9,3,180,0,49,31,6.36
4,3,253,94,38,36,4.01
11,3,182,47,46,22,5.07
11,2,174,75,34,49,4.48
10,3,210,104,32,32,4.78
4,2,162,78,34,11,4.86
12,3,251,107,45,54,1.71
11,3,260,92,44,42,3.87
13,3,212,72,47,47,3.82
12,3,174,57,44,35,3.91
16,2,156,53,29,45,4.59
11,2,141,48,71,62,4.82
9,2,239,84,35,40,6.02
12,2,107,0,80,82,5.58
13,3,142,74,66,50,4.4
11,3,162,67,48,35,4.65
9,2,200,0,43,41,5.45
10,2,210,0,50,52,3.59
8,3,171,106,36,22,5.08
16,3,153,82,46,49,5.56
8,2,61,59,30,51,5.06
8,3,151,61,44,39,4.13
10,3,211,0,34,36,4.47
11,2,226,0,61,59,4.95
16,3,229,85,63,69,3.68
15,2,163,0,71,60,4.53
15,2,149,0,54,39,5.18
10,2,115,71,19,31,6.35
11,3,96,104,56,68,3.66
8,2,233,61,55,34,3.6
16,2,217,79,40,30,4.57
13,3,221,71,61,59,3.41
7,3,270,49,71,55,4.23
12,2,166,55,38,49,6.61
11,2,176,88,50,28,5.41
12,3,145,51,44,48,5.23
10,3,141,59,55,24,6.17
15,3,220,84,42,31,2.97
14,3,212,100,50,41,4.09
14,2,195,102,55,53,4.96
11,3,198,0,51,34,4.17
4,3,243,62,59,32,4.9
11,2,208,0,44,28,4.42
11,3,120,81,63,66,4.89
8,3,138,53,52,33,4.42
11,3,230,111,46,67,3.09
14,4,224,0,48,38,2.91
9,3,214,101,19,50,4.68
8,2,171,86,54,59,5.91
9,3,170,66,67,62,4.59
11,2,213,46,37,41,6.27
14,2,207,70,57,37,4.16
9,2,157,82,42,37,5.47
13,3,227,74,67,60,3.58
11,3,290,106,45,23,4.26
8,3,254,95,57,25,3.98
12,2,193,79,82,32,1.88
9,2,172,95,41,56,4.41
6,3,153,77,53,35,4.72
10,1,151,0,39,55,6.45
12,3,189,65,33,14,5.41
12,3,172,0,65,38,5.59
16,2,171,0,42,69,3.49
11,3,194,61,58,46,5.25
15,2,152,0,54,40,4.21
11,3,215,90,35,29,5.78
13,2,172,46,46,45,4.7
15,2,147,69,65,61,4.41
11,3,226,0,55,39,4.1
11,3,222,82,86,41,4.12
8,2,121,0,69,38,5.75
10,3,225,98,55,57,5.22
7,2,153,62,24,43,5.67
12,3,222,83,51,21,4.28
10,3,246,83,45,47,3.94
9,3,233,85,61,51,4.3
13,3,171,36,64,42,5.69
22,3,180,103,52,50,4.85
6,2,211,35,46,26,3.94
15,3,157,0,57,35,5.0
14,3,127,60,70,48,6.17
12,2,202,64,52,41,5.51
11,3,142,60,58,61,4.28
11,4,243,103,64,33,3.87
9,2,234,70,41,46,5.94
13,3,159,82,61,42,3.82
7,2,154,0,42,45,6.95
6,2,172,73,44,30,3.96
18,3,198,0,72,53,3.26
9,2,211,72,43,35,4.77
13,3,176,55,50,60,3.42
8,3,123,89,55,41,3.59
11,3,186,92,37,49,3.78
7,3,195,65,53,22,5.58
15,2,139,74,51,65,6.41
6,2,132,0,58,34,6.94
9,2,174,73,36,44,3.7
11,3,266,55,67,52,1.49
12,4,206,59,70,31,4.22
9,2,187,67,45,42,5.67
2,3,214,0,48,56,3.84
14,2,185,99,57,89,3.55
9,2,215,72,62,40,3.56
8,3,251,72,43,46,4.88
18,2,213,89,55,53,4.77
10,4,240,91,38,44,3.98
7,3,190,63,68,53,5.79
13,3,227,0,43,50,4.74
9,2,164,0,38,42,5.17
10,3,188,92,50,66,3.8
10,3,197,0,81,60,5.44
7,2,128,42,42,39,5.43
7,2,191,0,56,41,5.96
10,2,184,0,57,47,6.18
10,3,169,0,62,53,3.1
13,3,201,92,48,59,3.59
17,2,178,52,62,49,5.25
10,2,159,54,45,26,6.63
10,3,214,0,67,55,5.67
10,3,137,43,83,46,3.85
15,4,235,0,55,66,3.42
12,2,164,86,48,58,3.97
12,3,187,56,59,45,2.56
13,3,178,0,35,34,4.08
11,1,187,44,55,50,6.09
14,3,171,80,38,49,5.28
10,3,188,0,54,42,4.62
12,3,200,56,48,60,5.61
5,3,258,64,56,47,5.42
11,2,131,0,38,50,4.9
11,4,232,81,66,61,3.88
10,1,107,20,54,41,7.17
9,3,242,73,53,39,4.98
10,4,263,0,91,55,3.3
10,2,144,76,53,49,5.37
14,1,169,70,49,77,5.52
8,3,187,52,45,45,6.11
9,2,140,49,37,32,5.24
18,3,238,76,84,52,5.11
15,3,179,0,79,51,3.83
7,3,211,75,50,53,5.73
11,2,201,64,56,68,5.76
16,3,197,102,41,50,3.87
12,2,167,0,57,29,4.43
9,2,165,51,32,31,4.98
9,2,200,0,41,49,6.22
10,3,161,53,47,66,4.46
9,3,236,69,50,16,4.96
14,2,194,59,50,47,4.66
12,2,132,82,48,44,6.16
9,2,150,73,40,36,5.53
13,2,193,76,52,57,4.89
11,2,133,73,55,42,6.55
9,2,182,83,53,54,4.56
9,3,258,92,44,18,3.55
12,2,235,0,41,57,5.14
18,3,225,97,67,59,2.6
10,2,135,60,47,40,6.4
11,3,172,0,64,41,4.19
14,3,224,69,56,40,4.59
10,2,139,50,52,52,6.03
12,3,268,93,63,41,2.0
11,3,204,87,67,25,5.82
11,2,243,82,54,43,4.53
16,2,152,84,63,51,6.23
17,3,127,91,52,45,3.94
13,2,207,0,53,43,5.38
15,2,131,61,46,39,5.61
9,2,244,0,32,32,4.94
5,2,137,67,37,30,5.91
6,2,195,38,52,14,5.89
6,2,230,0,65,43,6.1
15,2,226,95,47,78,4.02
5,3,294,130,42,25,3.44
13,2,202,50,64,38,4.56
15,3,194,88,63,82,3.25
12,3,240,46,52,38,6.36
15,4,246,78,64,38,5.05
10,3,263,71,51,64,4.58
11,3,131,90,41,68,3.42
6,2,127,28,63,45,6.34
14,2,228,0,58,57,4.19
12,3,143,47,44,25,5.19
9,3,228,88,51,52,4.66
12,2,137,49,35,34,5.54
7,3,155,84,44,53,4.41
14,3,169,0,46,43,5.19
10,3,191,0,59,52,4.69
12,2,159,0,60,75,4.73
7,2,142,44,39,35,5.85
9,3,193,94,60,69,3.34
13,2,188,0,72,60,5.0
12,3,217,78,65,38,3.22
14,3,153,76,76,77,3.53
7,2,217,71,62,36,3.71
16,2,238,0,45,65,4.25
16,3,251,0,55,65,1.68
9,3,251,0,45,54,2.95
12,3,210,69,69,48,3.88
13,3,121,60,50,36,4.46
15,2,97,5,63,56,7.04
12,3,220,69,59,47,4.23
19,3,228,79,74,45,5.12
12,2,206,65,33,66,4.52
11,3,233,62,56,24,4.74
12,3,223,92,35,15,4.63
10,3,177,101,46,37,3.95
14,3,193,15,79,53,5.18
17,3,155,122,64,56,2.92
14,3,175,65,31,59,3.61
9,2,208,28,67,55,6.48
9,2,207,61,50,53,3.82
11,2,129,48,37,57,6.35
13,3,271,48,77,62,4.63
11,2,234,66,62,34,5.41
6,1,157,0,57,32,6.81
11,3,198,104,63,34,4.09
11,2,166,0,66,47,5.46
8,2,232,58,62,54,3.65
13,3,262,87,74,31,3.55
11,2,216,65,39,46,5.98
8,2,198,0,46,69,5.47
16,2,245,89,60,61,3.77
12,2,179,53,50,54,3.26
15,3,185,0,47,59,2.79
7,3,167,61,42,50,6.65
13,2,134,61,65,44,4.52
14,3,121,103,45,48,3.88
7,2,125,0,53,47,5.99
11,3,214,0,43,50,4.8
10,3,162,84,49,59,5.2
17,4,242,82,71,51,2.6
12,2,182,71,57,66,4.37
